Step	Best	Median	Predicted	Progress
595	0.463303	0.469888	0.443125	6.99115e-05
596	0.462888	0.469587	0.443224	6.95389e-05
597	0.462644	4.02227	0.443606	6.82905e-05
598	0.462645	0.474056	0.443735	6.78675e-05
599	0.463003	0.474317	0.443963	6.71205e-05
600	0.462392	0.469189	0.444227	6.61866e-05
601	0.462601	0.47127	0.444477	6.52266e-05
602	0.462835	0.469452	0.444644	6.45724e-05
603	0.463145	0.466723	0.444933	6.3676e-05
604	0.463321	0.468723	0.445286	6.2535e-05
605	0.463548	0.470434	0.445449	6.19689e-05
606	0.462066	0.466434	0.445644	6.12548e-05
607	0.463077	0.471932	0.445899	6.03613e-05
608	0.462589	0.467569	0.44614	5.96207e-05
609	0.462225	0.467132	0.446369	5.88014e-05
610	0.462782	0.467181	0.446805	5.7526e-05
611	0.463367	0.466334	0.447165	5.64805e-05
612	0.462251	0.470013	0.447431	5.56357e-05
613	0.462942	0.472492	0.447634	5.49178e-05
614	0.463702	0.468983	0.447804	5.43214e-05
615	0.462624	0.465826	0.447881	5.39427e-05
616	0.462985	0.46696	0.448208	5.28501e-05
617	0.463675	0.470195	0.448342	5.22815e-05
618	0.462725	0.467702	0.448572	5.15079e-05
619	0.462637	0.465558	0.448783	5.07002e-05
620	0.462379	0.466707	0.449143	4.9406e-05
621	0.462976	0.469488	0.449329	4.87824e-05
622	0.462437	0.469098	0.449463	4.82476e-05
623	0.462355	0.46887	0.449643	4.77259e-05
624	0.462164	0.467326	0.449842	4.70198e-05
625	0.462868	0.467109	0.450194	4.58881e-05
626	0.463102	0.467281	0.450463	4.49379e-05
627	0.463014	0.470888	0.450634	4.43047e-05
628	0.462588	0.471935	0.450918	4.33909e-05
629	0.462032	0.469787	0.451132	4.27702e-05
630	0.463235	0.467862	0.4514	4.18301e-05
631	0.462643	0.471657	0.451555	4.13611e-05
632	0.462632	0.467489	0.451726	4.08694e-05
633	0.462373	0.467402	0.451955	4.01679e-05
634	0.46316	0.466536	0.452094	3.96243e-05
635	0.462919	0.469156	0.452223	3.91618e-05
636	0.462705	0.466257	0.452393	3.84971e-05
637	0.462261	10.0488	0.452541	3.79105e-05
638	0.463877	0.471861	0.452571	3.77467e-05
639	0.46273	0.47555	0.452837	3.68003e-05
640	0.463453	0.474456	0.452994	3.62294e-05
641	0.462705	0.472164	0.453208	3.55661e-05
642	0.463388	0.472565	0.453408	3.48755e-05
643	0.462724	0.473748	0.453472	3.45844e-05
644	0.461601	0.470823	0.453606	3.40525e-05
645	0.462797	20.2023	0.453742	3.35676e-05
646	0.463344	12.6616	0.453771	3.34223e-05
647	0.462934	0.471672	0.453887	3.29472e-05
648	0.462576	0.476006	0.453994	3.25778e-05
649	0.46284	0.47937	0.454134	3.20903e-05
650	0.463164	3.29157	0.454205	3.18083e-05
651	0.463233	0.467955	0.454258	3.15663e-05
652	0.463055	0.472437	0.454354	3.11632e-05
653	0.463024	0.470921	0.454485	3.06679e-05
654	0.462403	0.47364	0.454568	3.03625e-05
655	0.46344	0.472709	0.454699	2.98935e-05
656	0.463372	0.470532	0.454791	2.95395e-05
657	0.46248	0.468246	0.454916	2.90598e-05
658	0.463814	9.10227	0.455065	2.85762e-05
659	0.462621	0.473921	0.455152	2.82752e-05
660	0.462196	0.468411	0.455201	2.80852e-05
661	0.462406	0.476709	0.455239	2.79227e-05
662	0.462513	0.471918	0.455377	2.75014e-05
663	0.463056	0.4749	0.455448	2.72509e-05
664	0.461795	0.473964	0.455503	2.70199e-05
665	0.462553	0.474891	0.455581	2.66955e-05
666	0.462372	0.469383	0.455624	2.65209e-05
667	0.463079	0.473768	0.455706	2.61994e-05
668	0.463234	0.47079	0.455797	2.58362e-05
669	0.4627	0.477224	0.455862	2.55617e-05
670	0.461506	0.478922	0.455905	2.53652e-05
671	0.462367	4.51185	0.455952	2.51603e-05
672	0.463078	4.38117	0.456018	2.48921e-05
673	0.463329	0.474155	0.456118	2.45603e-05
674	0.462451	32.2305	0.456169	2.43836e-05
675	0.463199	0.474137	0.456223	2.4158e-05
676	0.463238	0.470561	0.456278	2.39317e-05
677	0.463238	11.0008	0.456315	2.37635e-05
678	0.463483	0.47964	0.456421	2.34166e-05
679	0.46337	13.0894	0.456456	2.32835e-05
680	0.462837	0.47492	0.456486	2.31467e-05
681	0.463097	0.467454	0.456525	2.29816e-05
682	0.462652	0.469381	0.456583	2.27839e-05
683	0.46254	0.476448	0.456637	2.25916e-05
684	0.461714	0.474307	0.456658	2.24776e-05
685	0.462329	0.473323	0.456695	2.23177e-05
686	0.463597	17.6307	0.456746	2.21108e-05
687	0.463175	13.7439	0.456768	2.20047e-05
688	0.462912	0.470173	0.456893	2.15731e-05
689	0.462181	16.0262	0.456971	2.13452e-05
690	0.462253	0.473856	0.457006	2.12278e-05
691	0.462421	0.476994	0.457043	2.10828e-05
692	0.463085	4.96902	0.457181	2.0621e-05
693	0.461808	0.472449	0.457198	2.0522e-05
694	0.463403	20.8764	0.457278	2.02267e-05
695	0.463452	0.476665	0.457334	2.00383e-05
696	0.463416	0.473063	0.457392	1.98117e-05
697	0.463148	9.31477	0.457426	1.96633e-05
698	0.462697	0.478826	0.457483	1.9464e-05
699	0.461955	0.479161	0.457497	1.93639e-05
700	0.462801	0.477146	0.457593	1.90332e-05
701	0.463048	0.471684	0.457653	1.88204e-05
702	0.462909	0.474354	0.457705	1.86274e-05
703	0.463875	0.479712	0.457731	1.85079e-05
704	0.462932	0.471961	0.457778	1.83321e-05
705	0.46407	0.478223	0.457803	1.82301e-05
706	0.463403	0.472448	0.457898	1.78686e-05
707	0.463828	0.474861	0.457934	1.77394e-05
708	0.463289	0.469865	0.457981	1.75763e-05
709	0.463146	0.473224	0.458028	1.73871e-05
710	0.463147	0.469232	0.458072	1.72184e-05
711	0.46325	0.477535	0.458113	1.70808e-05
712	0.463032	0.470876	0.458173	1.68786e-05
713	0.463301	14.2163	0.458191	1.67938e-05
714	0.462542	0.466244	0.458271	1.65144e-05
715	0.463144	0.467649	0.458306	1.63782e-05
716	0.462893	0.470708	0.458345	1.621e-05
717	0.462503	0.470045	0.458403	1.6008e-05
718	0.462223	0.467932	0.458443	1.58573e-05
719	0.463477	0.469907	0.458507	1.56259e-05
720	0.46324	0.469097	0.458539	1.54991e-05
721	0.463677	0.469072	0.458556	1.54235e-05
722	0.462334	0.472291	0.458575	1.53302e-05
723	0.463052	0.466774	0.458609	1.51941e-05
724	0.462463	0.467827	0.458672	1.49564e-05
725	0.463083	0.467019	0.458761	1.46736e-05
726	0.463435	0.466404	0.458813	1.44817e-05
727	0.46296	0.470854	0.458849	1.43487e-05
728	0.46287	0.468439	0.458889	1.41995e-05
729	0.463545	0.471313	0.458934	1.40324e-05
730	0.463337	0.472661	0.458965	1.39173e-05
731	0.462249	0.466956	0.459009	1.37575e-05
732	0.463035	0.467812	0.459061	1.35899e-05
733	0.463321	0.474159	0.459098	1.34555e-05
734	0.462832	0.467629	0.459114	1.33866e-05
735	0.46329	0.468743	0.459138	1.32823e-05
736	0.462874	0.467978	0.459169	1.31497e-05
737	0.462581	0.465148	0.459203	1.30273e-05
738	0.463509	0.467811	0.459234	1.29167e-05
739	0.462796	0.470694	0.459276	1.27673e-05
740	0.463852	0.469181	0.459306	1.26442e-05
741	0.462812	0.465803	0.459322	1.25712e-05
742	0.463942	0.4728	0.459354	1.24421e-05
743	0.463271	0.466533	0.459372	1.23603e-05
744	0.462922	0.468187	0.459404	1.2238e-05
745	0.462924	0.467847	0.459435	1.21195e-05
746	0.463264	0.466918	0.459458	1.20283e-05
747	0.462858	0.47291	0.459486	1.19226e-05
748	0.463746	0.468357	0.459493	1.18826e-05
749	0.462569	0.475528	0.459525	1.17641e-05
750	0.463697	0.465564	0.459548	1.16869e-05
751	0.463535	0.468431	0.459564	1.16218e-05
752	0.463216	0.469435	0.459622	1.14195e-05
753	0.463889	0.471626	0.45966	1.12829e-05
754	0.462775	0.465642	0.459681	1.12071e-05
755	0.463369	0.467922	0.459701	1.11359e-05
756	0.463936	0.471277	0.459749	1.09731e-05
757	0.462758	0.466059	0.459775	1.08704e-05
758	0.463633	0.468982	0.459795	1.07841e-05
759	0.464129	16.4855	0.459806	1.07261e-05
760	0.463613	0.467729	0.459827	1.06407e-05
761	0.463289	0.467243	0.459844	1.05802e-05
762	0.462379	0.467166	0.45987	1.04829e-05
763	0.462891	0.466259	0.459899	1.03742e-05
764	0.46334	0.470641	0.459915	1.03042e-05
765	0.463118	0.466012	0.459963	1.01564e-05
766	0.462797	0.471906	0.46	1.00515e-05
767	0.463243	0.469554	0.460039	9.93771e-06
