Step	Best	Median	Predicted	Progress
602	3.02243	3.08957	0.758022	0.00106825
603	3.0194	5.67698	0.759051	0.0010676
604	3.02252	9.29939	0.757536	0.00106786
605	3.02107	10.6628	0.754217	0.0010688
606	3.01407	9.0906	0.755613	0.00106798
607	3.03289	16.2452	0.752377	0.00106889
608	3.03199	8.3462	0.749917	0.00106959
609	3.01713	3.20894	0.75317	0.00106813
610	3.0254	11.0646	0.752287	0.00106815
611	3.02503	3.19376	0.752564	0.00106776
612	3.0236	11.1368	0.757614	0.00106576
613	3.01327	8.53587	0.755061	0.00106648
614	3.00911	3.1558	0.751628	0.00106746
615	3.0119	3.08984	0.747681	0.00106858
616	3.01176	10.2249	0.750033	0.00106746
617	3.00471	5.60369	0.749831	0.00106727
618	3.00513	10.8727	0.751305	0.00106646
619	3.00092	9.43948	0.754101	0.00106517
620	3.01026	10.0657	0.753978	0.00106494
621	3.00032	9.14759	0.757561	0.00106339
622	3.00332	13.3522	0.762469	0.00106141
623	3.00386	23.5532	0.765183	0.00106013
624	3.00988	13.551	0.764087	0.00106025
625	2.99142	10.277	0.764941	0.00105964
626	3.0001	3.20647	0.769986	0.00105748
627	3.0076	11.8438	0.766587	0.00105845
628	2.98622	14.2583	0.772547	0.00105615
629	2.9862	18.733	0.776614	0.00105447
630	2.99582	24.2372	0.780178	0.00105291
631	3.00076	23.182	0.781716	0.00105202
632	2.99989	17.6365	0.781154	0.00105189
633	3.00081	10.4561	0.778253	0.00105272
634	2.99609	3.21173	0.779939	0.00105178
635	2.99089	3.10966	0.779868	0.00105151
636	2.97858	23.3668	0.781132	0.00105076
637	2.97955	10.632	0.784016	0.00104943
638	3.00851	10.7205	0.784858	0.00104885
639	3.00082	10.6536	0.785266	0.00104833
640	2.98661	8.47261	0.786543	0.00104753
641	2.97872	9.83222	0.786272	0.00104732
642	2.99438	18.1573	0.791559	0.00104512
643	2.97823	15.3685	0.7943	0.00104386
644	3.00333	18.1231	0.79389	0.00104374
645	3.00602	23.3711	0.795628	0.00104282
646	2.98366	9.35406	0.797625	0.00104179
647	2.98185	23.6419	0.800614	0.00104035
648	2.98805	11.9157	0.7994	0.00104046
649	3.01266	11.8009	0.799609	0.00104007
650	2.99703	9.66212	0.798767	0.00104002
651	2.99952	12.5452	0.806015	0.00103708
652	2.991	9.16566	0.806186	0.00103675
653	2.99175	17.9021	0.810823	0.0010347
654	2.99465	15.0817	0.810992	0.00103435
655	2.98048	13.2119	0.818135	0.00103146
656	2.98751	8.76331	0.818753	0.00103091
657	2.98889	6.1751	0.818684	0.00103058
658	2.99255	19.6766	0.822355	0.00102885
659	2.97088	11.3552	0.823332	0.00102812
660	2.98234	13.3768	0.825911	0.00102685
661	2.96824	3.03957	0.827446	0.00102596
662	2.97138	23.3104	0.831032	0.00102432
663	2.97315	15.2068	0.834394	0.0010228
664	2.97296	16.1058	0.837029	0.00102157
665	2.97211	15.738	0.837415	0.00102119
666	2.96774	18.6752	0.839782	0.00102005
667	2.96922	5.8048	0.843257	0.00101847
668	2.97427	14.2658	0.851366	0.00101522
669	2.9574	9.00849	0.852806	0.00101441
670	2.94948	14.1015	0.856562	0.00101276
671	2.95705	13.5535	0.856254	0.00101258
672	2.94919	10.1053	0.859701	0.00101103
673	2.95549	22.2005	0.862	0.00100992
674	2.95544	24.7218	0.86562	0.0010083
675	2.93864	14.3095	0.869969	0.00100637
676	2.95024	24.1222	0.86901	0.00100646
677	2.94894	11.4436	0.87216	0.00100501
678	2.92284	20.5455	0.869046	0.0010059
679	2.93636	16.8589	0.874379	0.00100365
680	2.92081	24.5133	0.87495	0.00100307
681	2.93118	10.8188	0.878915	0.00100127
682	2.93671	25.6576	0.883015	0.000999469
683	2.94144	25.4571	0.8892	0.000996895
684	2.92236	25.0197	0.896152	0.000994017
685	2.92414	15.4597	0.898221	0.000992918
686	2.9199	22.1212	0.906338	0.000989477
687	2.92856	11.1662	0.908772	0.000988271
688	2.91285	34.3958	0.910176	0.000987446
689	2.92412	14.0697	0.921891	0.000982659
690	2.91738	20.1706	0.921957	0.000982235
691	2.91837	16.9055	0.925825	0.000980333
692	2.92098	18.3915	0.929931	0.000978473
693	2.93179	19.7792	0.934957	0.000976208
694	2.93813	15.6578	0.936608	0.000975294
695	2.94058	14.6642	0.939882	0.000973678
696	2.91081	6.01535	0.943994	0.000971798
697	2.94086	31.728	0.95173	0.000968476
698	2.91366	18.3065	0.956691	0.000966427
699	2.90371	9.44012	0.972295	0.000960221
700	2.93258	23.3954	0.97714	0.000958029
701	2.93243	22.8607	0.982104	0.000955805
702	2.93874	29.7882	0.984365	0.000954568
703	2.93054	14.5086	0.991839	0.000951364
704	2.93504	15.2063	1.00223	0.000947141
705	2.93172	15.6067	1.02059	0.000939965
706	2.91404	12.5563	1.0229	0.000938734
707	2.9372	8.27608	1.02864	0.000936304
708	2.92171	13.5711	1.05261	0.000926975
709	2.92553	19.561	1.07331	0.000918841
710	2.92118	20.7114	1.07402	0.000918189
711	2.94295	13.5221	1.07669	0.000916878
712	2.92625	11.0177	1.0969	0.000908861
713	2.91931	17.6677	1.10468	0.00090554
714	2.93331	17.0977	1.12486	0.000897615
715	2.91722	8.75129	1.1259	0.000896805
716	2.92027	23.5822	1.13381	0.000893425
717	2.92229	13.2587	1.17965	0.000875502
718	2.92299	11.5271	1.21982	0.000859653
719	2.92137	30.0005	1.22513	0.000857249
720	2.91266	14.9833	1.23743	0.000852089
721	2.93098	15.2689	1.25653	0.00084447
722	2.93058	9.98057	1.28369	0.000833462
723	2.91729	3.0995	1.32561	0.000816196
724	2.94562	19.8717	1.36467	0.000800521
725	2.91141	3.12176	1.37529	0.000796162
726	2.9118	16.0872	1.38263	0.000792954
727	2.9253	17.7624	1.40209	0.000784818
728	2.92313	17.272	1.4419	0.000768576
729	2.92451	11.5198	1.47298	0.000755414
730	2.93048	10.8653	1.5504	0.000724433
731	2.9145	9.54404	1.60445	0.000702601
732	2.91046	3.00055	1.6306	0.000691333
733	2.8833	8.77543	1.65163	0.00068223
734	2.90355	8.61194	1.6686	0.000674355
735	2.89614	12.1348	1.7009	0.000659693
736	2.89887	9.3399	1.72274	0.000649212
737	2.8961	3.10794	1.74376	0.000639395
738	2.88761	6.08266	1.76864	0.000627916
739	2.89178	20.9448	1.80588	0.000610379
740	2.87502	20.8886	1.83355	0.000596959
741	2.87824	19.8999	1.86006	0.000584018
742	2.89873	17.7453	1.87412	0.000576856
743	2.89666	26.9967	1.88942	0.00056919
744	2.87925	21.7763	1.89976	0.000563825
745	2.88699	20.4418	1.92363	0.000553158
746	2.88476	24.3733	1.93886	0.000546107
747	2.90602	29.6174	1.94819	0.000541117
748	2.89061	13.5923	1.96123	0.000534355
749	2.8741	17.9319	1.97027	0.00052945
750	2.89985	9.71293	1.98289	0.000523288
751	2.92218	22.8954	1.99041	0.000519806
752	2.88106	21.8864	2.00632	0.00051193
753	2.88962	12.8322	2.01817	0.0005055
754	2.88188	17.8593	2.03104	0.000498629
755	2.87928	25.9999	2.04593	0.000491665
756	2.88328	16.6383	2.05457	0.000487196
757	2.87543	20.0227	2.06111	0.000483941
758	2.89342	13.1243	2.07094	0.000478709
759	2.86063	28.2965	2.07676	0.000475433
760	2.88735	22.238	2.0939	0.000466638
761	2.88612	25.6048	2.0978	0.000464047
762	2.8892	15.8263	2.10849	0.000458264
763	2.86746	27.655	2.11279	0.000455561
764	2.86614	5.61708	2.11309	0.000454869
765	2.86748	27.7508	2.11966	0.000451193
766	2.85955	16.7643	2.12242	0.000449344
767	2.85676	20.9459	2.12569	0.000447149
768	2.87217	25.8601	2.13016	0.000444311
769	2.84982	9.93407	2.13297	0.000442293
770	2.86729	28.2914	2.1363	0.000440002
771	2.87192	25.9452	2.13916	0.00043796
772	2.84997	21.5476	2.14941	0.00043256
773	2.84697	29.0403	2.1522	0.000430918
774	2.83883	19.8394	2.15455	0.000429225
775	2.83486	10.3289	2.15636	0.000427734
776	2.84419	20.769	2.16171	0.000424667
777	2.8501	23.7307	2.16853	0.000420673
778	2.82313	22.0225	2.17005	0.000419336
779	2.83351	11.0927	2.17429	0.000416718
780	2.84368	21.2029	2.1769	0.000414889
781	2.8299	19.8088	2.17837	0.000413587
782	2.83436	20.956	2.18474	0.000409801
783	2.82829	27.5924	2.18779	0.000407715
784	2.83648	31.1095	2.19016	0.00040596
785	2.85853	27.9475	2.1943	0.00040338
786	2.84139	24.0995	2.19675	0.000401767
787	2.86642	22.8882	2.19722	0.000401111
788	2.8671	23.8503	2.20162	0.000398439
789	2.8554	22.9778	2.20305	0.000397154
790	2.83032	29.3653	2.20374	0.000396269
791	2.8467	24.1725	2.207	0.000394096
792	2.86216	17.7822	2.20896	0.000392759
793	2.81488	15.9213	2.20876	0.000392366
794	2.84967	19.5446	2.20997	0.000391229
795	2.83738	16.6113	2.21216	0.000389692
796	2.88049	30.4851	2.21574	0.000387412
797	2.81832	23.2395	2.21699	0.00038618
798	2.82849	18.4241	2.21808	0.000385202
799	2.82965	12.7733	2.21955	0.000384003
800	2.85851	19.5667	2.22089	0.000382863
801	2.83461	2.93344	2.22181	0.000381962
802	2.8343	22.9097	2.22213	0.000381314
803	2.84874	23.3165	2.22422	0.000379829
804	2.83401	24.803	2.22511	0.000378957
805	2.80158	12.2954	2.22406	0.00037902
806	2.8322	22.8451	2.22411	0.00037851
807	2.82672	16.601	2.22486	0.000377665
808	2.8183	22.6347	2.22659	0.00037638
809	2.84827	24.6463	2.22802	0.000375281
810	2.84334	13.7433	2.22824	0.000374723
811	2.82227	16.0797	2.22865	0.000374025
812	2.82957	11.802	2.23004	0.000372934
813	2.8241	19.3606	2.22974	0.000372672
814	2.80406	15.7604	2.22879	0.000372603
815	2.82525	16.9843	2.23033	0.000371409
816	2.80446	2.95777	2.23054	0.000370876
817	2.81003	14.8424	2.23115	0.000370179
818	2.80503	17.1227	2.23097	0.00036985
819	2.81102	8.88973	2.23133	0.000369303
820	2.79432	10.3461	2.2319	0.000368553
821	2.78956	23.4592	2.23163	0.000368136
822	2.79429	12.3627	2.23123	0.000367864
823	2.80996	24.2238	2.23077	0.000367628
824	2.79766	26.3017	2.23219	0.000366696
825	2.81212	17.8585	2.23253	0.000366181
826	2.81501	28.2368	2.23284	0.000365598
827	2.79123	32.3934	2.23272	0.000365171
828	2.79	40.9658	2.23231	0.000364785
829	2.82475	28.1575	2.23247	0.000364332
830	2.82003	19.5481	2.2323	0.000364016
831	2.81071	31.3959	2.23287	0.000363235
832	2.80699	35.7437	2.23403	0.000362264
833	2.82479	25.7352	2.23404	0.000361776
834	2.83111	29.1636	2.2346	0.000361048
835	2.8235	19.6922	2.23613	0.00036
836	2.82977	20.1835	2.236	0.000359675
837	2.8185	9.73179	2.23589	0.000359304
838	2.85066	16.9514	2.23548	0.00035905
839	2.83292	2.94201	2.23666	0.000358131
840	2.83704	14.309	2.23635	0.000357878
841	2.82591	22.5193	2.23654	0.000357365
842	2.85814	20.8579	2.23627	0.000357054
843	2.80528	3.08301	2.23726	0.000356064
844	2.81882	11.0505	2.23712	0.000355693
845	2.79974	15.8771	2.23712	0.000355245
846	2.80423	17.0557	2.23707	0.000354824
847	2.82264	21.8293	2.23698	0.000354495
848	2.82676	12.2171	2.23714	0.000353984
849	2.8394	16.305	2.23725	0.000353564
850	2.80708	10.2652	2.23693	0.00035333
851	2.79373	19.9918	2.23764	0.000352539
852	2.83835	27.0629	2.23816	0.000351864
853	2.80441	10.8092	2.23866	0.000351235
854	2.81924	9.9759	2.23865	0.000350839
855	2.81592	16.4729	2.2383	0.000350604
856	2.81146	14.6425	2.23863	0.000350035
857	2.83317	15.8336	2.23862	0.000349679
858	2.82371	22.2967	2.23907	0.000349164
859	2.81216	12.2714	2.23934	0.000348693
860	2.81496	8.79249	2.2404	0.000347858
861	2.8016	12.0541	2.24077	0.000347297
862	2.82421	14.6243	2.24112	0.000346653
863	2.81736	9.99577	2.24076	0.000346398
864	2.81555	11.1066	2.2409	0.000345975
865	2.79288	18.0297	2.24117	0.000345541
866	2.80235	7.63679	2.24147	0.000345091
867	2.80602	5.47031	2.24209	0.000344443
868	2.80483	14.9411	2.24263	0.00034383
869	2.80995	16.5282	2.24232	0.000343639
870	2.79736	9.70293	2.24178	0.000343551
871	2.79428	9.35568	2.24308	0.000342689
872	2.79349	11.6034	2.24274	0.000342466
873	2.78773	8.56306	2.24298	0.000342003
874	2.80646	20.2909	2.24263	0.000341788
875	2.76939	14.352	2.24267	0.00034139
876	2.78162	20.003	2.24353	0.000340684
877	2.7781	34.5703	2.24425	0.000340013
878	2.79095	25.7575	2.24453	0.00033959
879	2.78653	24.3595	2.24489	0.000339089
880	2.78219	30.5533	2.24485	0.000338714
881	2.78637	29.0525	2.24545	0.000338131
882	2.78288	19.7672	2.24554	0.000337704
883	2.78935	19.7781	2.24513	0.000337515
884	2.78328	20.5249	2.24548	0.00033697
885	2.77667	18.8176	2.24589	0.00033645
886	2.78639	25.175	2.24607	0.00033599
887	2.79096	15.7011	2.24609	0.000335623
888	2.78998	21.3509	2.24634	0.000335143
889	2.79027	15.8449	2.24661	0.000334639
890	2.79121	23.3807	2.24736	0.00033391
891	2.78291	10.2234	2.24752	0.000333518
892	2.77654	21.225	2.24747	0.000333193
893	2.77271	20.3525	2.2472	0.00033297
894	2.75732	16.0374	2.24726	0.000332583
895	2.76472	26.2186	2.24716	0.000332278
896	2.76966	23.7518	2.24712	0.000331941
897	2.76283	20.8377	2.2472	0.000331587
898	2.77499	26.7652	2.24709	0.000331285
899	2.74558	20.8341	2.24714	0.000330941
900	2.76327	32.4332	2.24723	0.000330597
901	2.76668	39.5775	2.24698	0.000330381
902	2.74945	24.837	2.24805	0.000329601
903	2.74836	35.7972	2.24845	0.000329068
904	2.74967	27.8154	2.24897	0.000328463
905	2.74397	25.8034	2.24921	0.000328008
906	2.71749	30.7785	2.2482	0.000328119
907	2.73578	35.4889	2.24746	0.000328036
908	2.73369	17.268	2.24701	0.000327863
909	2.70483	24.4481	2.24588	0.000327988
910	2.73994	20.7693	2.24649	0.000327389
911	2.73373	40.8048	2.24673	0.00032694
912	2.73921	24.3358	2.24698	0.000326439
913	2.77059	33.7802	2.24709	0.000326031
914	2.75182	33.4471	2.24657	0.000325932
915	2.72565	32.7834	2.24634	0.000325698
916	2.75107	2.92189	2.24615	0.000325475
917	2.77029	28.097	2.24609	0.000325172
918	2.73722	21.0306	2.24627	0.000324762
919	2.73982	23.6684	2.24663	0.000324284
920	2.74174	17.8624	2.24652	0.000324009
921	2.70781	32.644	2.24547	0.000324124
922	2.7548	35.5474	2.2455	0.00032383
923	2.69642	23.0711	2.24447	0.000323942
924	2.71909	32.9829	2.24448	0.000323565
925	2.76606	29.8274	2.24405	0.000323413
926	2.74805	22.4188	2.24364	0.000323251
927	2.76129	28.986	2.24431	0.000322625
928	2.75214	33.4415	2.24388	0.0003225
929	2.75855	30.1506	2.24362	0.00032229
930	2.72764	28.9342	2.24333	0.000322092
931	2.73797	26.5188	2.24411	0.000321444
932	2.73061	26.3831	2.24382	0.000321233
933	2.76727	39.7399	2.24337	0.000321117
934	2.74892	31.1374	2.24282	0.000321054
935	2.75261	27.9603	2.24254	0.000320864
936	2.73325	22.7059	2.24244	0.000320536
937	2.72946	27.4524	2.2421	0.000320387
938	2.75606	23.9506	2.24242	0.00031993
939	2.75639	31.634	2.24242	0.000319621
940	2.73759	26.0136	2.24233	0.000319313
941	2.76381	29.4687	2.24154	0.000319334
942	2.76144	23.9091	2.24102	0.000319207
943	2.75258	28.9221	2.2414	0.000318706
944	2.74173	23.493	2.24126	0.000318464
945	2.76515	23.6121	2.24084	0.000318304
946	2.7319	35.6652	2.24046	0.00031813
947	2.78203	36.4963	2.24057	0.000317752
948	2.73004	24.5096	2.24034	0.000317512
949	2.76107	33.8986	2.24004	0.000317318
950	2.80713	30.2944	2.24002	0.000317027
951	2.75966	28.9177	2.23963	0.000316905
952	2.72766	31.2405	2.23968	0.000316593
953	2.72854	24.8738	2.23987	0.000316196
954	2.71419	30.9705	2.23983	0.000315914
955	2.73912	31.3568	2.24001	0.000315491
956	2.73589	36.7089	2.23962	0.000315347
957	2.72693	37.3442	2.23933	0.000315133
958	2.72859	30.5232	2.23965	0.000314721
959	2.70012	35.9469	2.23895	0.000314723
960	2.72981	29.4303	2.23935	0.000314267
961	2.73728	25.5955	2.23873	0.00031423
962	2.77028	21.9717	2.23887	0.000313854
963	2.75617	36.9175	2.23868	0.000313591
964	2.76178	33.395	2.23871	0.000313254
965	2.74365	29.9661	2.23877	0.000312912
966	2.72446	18.082	2.23881	0.000312582
967	2.73541	32.281	2.23919	0.000312133
968	2.74479	23.5637	2.23956	0.000311732
969	2.73267	24.7852	2.23946	0.00031148
970	2.76307	31.396	2.24052	0.000310728
971	2.75451	25.8121	2.24032	0.000310543
972	2.72484	32.2552	2.24011	0.000310331
973	2.74655	35.3085	2.24006	0.00031005
974	2.75173	22.7181	2.23982	0.000309848
975	2.75623	32.2638	2.23936	0.000309742
976	2.72516	30.5381	2.239	0.000309587
977	2.77425	27.6382	2.239	0.000309294
978	2.69167	28.941	2.23884	0.00030909
979	2.70173	32.7488	2.23951	0.000308519
980	2.77524	34.9092	2.23954	0.000308213
981	2.71932	29.139	2.23964	0.000307813
982	2.74015	38.4362	2.23983	0.000307421
983	2.76606	37.5197	2.23978	0.000307218
984	2.78151	36.3041	2.23953	0.000307046
985	2.77319	34.114	2.23919	0.000306911
986	2.71342	31.1414	2.23965	0.000306414
987	2.72909	32.5161	2.23943	0.000306223
988	2.72954	34.2121	2.23947	0.000305884
989	2.76237	25.4795	2.23901	0.000305765
990	2.76356	31.0384	2.23913	0.000305405
991	2.74892	29.2744	2.23904	0.000305166
992	2.75945	31.0774	2.23881	0.000304988
993	2.73236	33.0764	2.23885	0.000304649
994	2.73439	41.3181	2.2394	0.00030411
995	2.75036	29.7366	2.23857	0.000304197
996	2.72995	20.2978	2.23908	0.000303668
997	2.74729	35.5022	2.23838	0.000303741
998	2.7541	27.7259	2.23791	0.000303654
999	2.751	18.4213	2.23812	0.000303223
1000	2.7707	29.4326	2.23766	0.000303103
1001	2.74558	28.5709	2.23845	0.000302442
1002	2.72844	35.4391	2.23824	0.000302224
1003	2.74385	28.7129	2.23775	0.00030214
1004	2.81827	37.0622	2.23738	0.000301975
1005	2.75977	26.3072	2.23652	0.000302065
1006	2.77364	26.6396	2.2358	0.000302134
1007	2.76482	29.9872	2.23588	0.000301753
1008	2.75443	29.1312	2.23558	0.000301547
1009	2.75543	29.6659	2.2351	0.000301536
1010	2.74623	30.0698	2.23495	0.000301295
1011	2.81283	25.7166	2.23508	0.000300956
1012	2.79919	24.5612	2.23486	0.000300772
1013	2.77579	33.3488	2.23495	0.000300468
1014	2.77127	28.1797	2.23531	0.000300063
1015	2.74794	23.8708	2.23502	0.000299911
1016	2.76975	37.8126	2.23519	0.000299563
1017	2.78483	22.6874	2.23501	0.000299415
1018	2.75658	26.0129	2.23474	0.000299235
1019	2.77091	25.6573	2.235	0.000298793
1020	2.75257	27.7029	2.23499	0.00029849
1021	2.76818	29.4193	2.23491	0.000298258
1022	2.77827	22.5028	2.23481	0.00029803
1023	2.7846	24.2408	2.23473	0.000297811
1024	2.75201	22.5255	2.23581	0.000297108
1025	2.75502	2.97441	2.23589	0.000296794
1026	2.75699	23.7145	2.23642	0.000296303
1027	2.77103	25.5901	2.23675	0.000295811
1028	2.77594	29.2419	2.23684	0.000295494
1029	2.74905	24.9871	2.23718	0.000295079
1030	2.7409	23.3395	2.23725	0.000294777
1031	2.74545	21.3732	2.23763	0.000294322
1032	2.7303	26.5754	2.23929	0.00029327
1033	2.72593	19.0553	2.23975	0.000292763
1034	2.74679	27.3788	2.24037	0.0002922
1035	2.73653	26.5358	2.24193	0.000291268
1036	2.75099	18.393	2.24136	0.000291235
1037	2.71953	18.0949	2.2412	0.000291049
1038	2.72658	23.4459	2.24109	0.0002908
1039	2.74018	15.9428	2.2411	0.000290431
1040	2.73533	28.2854	2.24152	0.000289931
1041	2.72502	22.7064	2.24267	0.000289194
1042	2.72558	24.3953	2.24405	0.000288372
1043	2.71667	17.172	2.24534	0.000287557
1044	2.73227	19.8215	2.24639	0.000286867
1045	2.72416	17.7231	2.2468	0.000286318
1046	2.73449	27.4588	2.24666	0.000286083
1047	2.72535	28.7189	2.2473	0.000285548
1048	2.73778	10.5748	2.24823	0.00028488
1049	2.72809	15.6237	2.24976	0.000283924
1050	2.72883	12.5953	2.25088	0.000283158
1051	2.71588	24.1951	2.25219	0.00028235
1052	2.75987	11.5405	2.25525	0.000280847
1053	2.71775	10.0616	2.25621	0.000280187
1054	2.70496	23.5548	2.25719	0.000279487
1055	2.71156	13.2311	2.25732	0.000279179
1056	2.74004	10.1476	2.25809	0.00027856
1057	2.70506	10.5802	2.25916	0.000277807
1058	2.72451	12.0597	2.26043	0.000276946
1059	2.71402	14.1747	2.26202	0.000275884
1060	2.71881	29.8216	2.2623	0.000275482
1061	2.73593	20.8655	2.26287	0.000274935
1062	2.69749	15.2571	2.26267	0.000274715
1063	2.7123	12.5273	2.26367	0.000273968
1064	2.7108	16.3504	2.26518	0.000272934
1065	2.71108	17.6007	2.26584	0.000272327
1066	2.69829	21.1314	2.26754	0.000271249
1067	2.70726	2.86234	2.26873	0.000270347
1068	2.69436	16.6062	2.27069	0.000269191
1069	2.71091	9.53384	2.27191	0.000268385
1070	2.69444	14.3894	2.27263	0.00026784
1071	2.6783	12.7879	2.27569	0.000266258
1072	2.68304	15.8187	2.27872	0.000264713
1073	2.68039	15.3295	2.27996	0.000263854
1074	2.70343	21.8776	2.28201	0.000262605
1075	2.69722	12.9695	2.28595	0.000260455
1076	2.65653	23.1102	2.28751	0.000259556
1077	2.67456	19.7442	2.2881	0.000259067
1078	2.68579	19.4195	2.29134	0.000257429
1079	2.66256	22.7534	2.29284	0.000256552
1080	2.6824	19.2185	2.29286	0.000256284
1081	2.67619	15.5371	2.29455	0.000255342
1082	2.67833	22.9901	2.29553	0.000254778
1083	2.69885	25.8795	2.2969	0.000253973
1084	2.67028	24.7256	2.29728	0.000253558
1085	2.68244	22.6533	2.29884	0.000252629
1086	2.6852	22.4777	2.29992	0.000251927
1087	2.67789	22.1023	2.30081	0.000251282
1088	2.68465	19.1763	2.30182	0.00025056
1089	2.70062	24.2528	2.3024	0.000250035
1090	2.69718	25.1605	2.30366	0.000249133
1091	2.66699	17.9322	2.30511	0.000248192
1092	2.65206	28.4402	2.30536	0.000247628
1093	2.68997	14.001	2.30673	0.000246682
1094	2.66557	10.378	2.30729	0.000246174
1095	2.65851	20.6486	2.31001	0.000244695
1096	2.6724	26.1276	2.31143	0.00024381
1097	2.63982	19.0212	2.31073	0.000243743
1098	2.66939	15.6632	2.31319	0.000242426
1099	2.66525	21.988	2.31433	0.000241674
1100	2.69728	9.50623	2.31473	0.000241235
1101	2.67999	17.2995	2.3161	0.000240427
1102	2.68245	19.1746	2.31864	0.000239053
1103	2.69106	17.5137	2.31999	0.000238246
1104	2.67248	13.3436	2.32059	0.000237714
1105	2.67736	15.6624	2.32298	0.000236416
1106	2.69791	22.8094	2.32383	0.000235775
1107	2.6799	17.247	2.32437	0.000235241
1108	2.68427	18.3845	2.32478	0.000234714
1109	2.67997	8.83403	2.32552	0.000234079
1110	2.68774	7.06344	2.3268	0.000233156
1111	2.68723	23.6143	2.32755	0.000232605
1112	2.68628	16.4577	2.3286	0.000231799
1113	2.67657	11.3232	2.32935	0.000231183
1114	2.67437	16.2321	2.32996	0.000230588
1115	2.66651	8.40573	2.33051	0.000230022
1116	2.66923	11.8901	2.33049	0.000229784
1117	2.6666	9.70828	2.33109	0.000229231
1118	2.66691	7.07737	2.33164	0.000228728
1119	2.66856	18.8488	2.33242	0.000228127
1120	2.67907	7.27139	2.33394	0.000227155
1121	2.66163	6.43649	2.33499	0.0002264
1122	2.66469	16.8495	2.33654	0.000225362
1123	2.65247	19.3666	2.33651	0.000225091
1124	2.65787	17.2106	2.33676	0.000224757
1125	2.65481	19.7389	2.33722	0.000224316
1126	2.65119	9.87408	2.33756	0.000223848
1127	2.63279	12.9631	2.33708	0.000223731
1128	2.65822	25.0961	2.33732	0.000223411
1129	2.64079	16.4447	2.3367	0.00022339
1130	2.63639	12.8719	2.33615	0.000223265
1131	2.64064	17.077	2.33557	0.000223261
1132	2.64452	15.2056	2.33556	0.00022296
1133	2.63697	19.175	2.33577	0.000222565
1134	2.63679	16.3313	2.3362	0.000222089
1135	2.64284	26.4713	2.33554	0.00022209
1136	2.62847	16.7085	2.33496	0.000222048
1137	2.64358	17.0734	2.33437	0.00022186
1138	2.65091	22.803	2.3348	0.000221382
1139	2.64043	12.8151	2.33473	0.000221176
1140	2.63697	11.9696	2.33515	0.000220748
1141	2.62728	16.0156	2.33495	0.000220522
1142	2.64008	19.3408	2.33552	0.000219995
1143	2.63053	24.3714	2.33596	0.000219533
1144	2.62956	20.4163	2.33644	0.000218927
1145	2.63893	22.2701	2.33586	0.000218832
1146	2.63851	10.6154	2.33638	0.000218254
1147	2.63519	9.82705	2.33643	0.000217983
1148	2.61775	17.2784	2.33575	0.000218036
1149	2.6354	10.1968	2.33687	0.000217362
1150	2.62296	20.4549	2.33634	0.000217367
1151	2.64377	15.8678	2.33724	0.00021666
1152	2.62511	16.3432	2.33781	0.00021606
1153	2.6408	22.7188	2.33884	0.000215438
1154	2.64668	12.9173	2.33947	0.00021495
1155	2.63125	16.1185	2.33936	0.000214692
1156	2.62269	12.196	2.33947	0.000214326
1157	2.62418	17.822	2.33983	0.000213928
1158	2.62659	15.4057	2.33984	0.000213683
1159	2.63638	22.5862	2.33988	0.000213416
1160	2.64193	16.3981	2.34032	0.000212961
1161	2.61471	16.0302	2.3407	0.000212522
1162	2.63421	14.5655	2.34001	0.000212547
1163	2.62011	21.4233	2.34045	0.000212103
1164	2.63333	28.4644	2.34096	0.000211621
1165	2.63527	23.6758	2.34223	0.000210735
1166	2.62405	14.9047	2.34219	0.000210439
1167	2.64369	26.161	2.3426	0.000209871
1168	2.63677	19.2202	2.34267	0.000209523
1169	2.63452	15.5422	2.34348	0.000208911
1170	2.64373	23.6451	2.34376	0.000208456
1171	2.62714	20.923	2.34425	0.000207889
1172	2.64812	21.2093	2.3448	0.000207426
1173	2.65994	19.7525	2.3455	0.000206726
1174	2.61606	12.2427	2.34504	0.000206685
1175	2.64764	5.35044	2.34563	0.000206198
1176	2.64611	8.81054	2.34633	0.000205638
1177	2.62953	21.3056	2.34614	0.00020544
1178	2.646	9.89202	2.34737	0.000204616
1179	2.64709	11.747	2.34761	0.000204277
1180	2.63049	16.153	2.34762	0.000204079
1181	2.64522	16.2482	2.34763	0.000203823
1182	2.65102	25.1061	2.34783	0.000203459
1183	2.64118	11.5192	2.34779	0.000203243
1184	2.64991	11.0845	2.34843	0.000202648
1185	2.62839	17.3643	2.34791	0.000202654
1186	2.63388	11.787	2.3479	0.000202357
1187	2.63512	10.644	2.34822	0.000201844
1188	2.61999	17.7819	2.34763	0.000201863
1189	2.61198	15.8615	2.34706	0.000201888
1190	2.60994	16.5752	2.34641	0.000201935
1191	2.62391	15.048	2.34627	0.000201721
1192	2.61767	10.6675	2.34638	0.000201386
1193	2.608	16.0232	2.34573	0.000201434
1194	2.61723	16.4744	2.34531	0.00020139
1195	2.6127	17.0561	2.34521	0.000201087
1196	2.61505	19.2715	2.3452	0.000200807
1197	2.61643	20.6408	2.34509	0.000200632
1198	2.60591	28.691	2.34409	0.000200844
1199	2.61073	20.6058	2.34342	0.000200877
1200	2.59346	17.4052	2.34255	0.000200941
1201	2.59564	16.1934	2.34182	0.000200994
1202	2.60534	25.2094	2.34125	0.000201036
